Name;Age;Nationality;Overall;Potential;Club;Preferred Foot;Work Rate;Real Face;Position;Finishing;HeadingAccuracy;Dribbling;BallControl;Acceleration;Agility;ShotPower;Stamina;Strength;Aggression;Penalties
J. Ruiz;20;France;67;79;FC Sochaux-Montbéliard;Right;Medium/ Medium;No;CB;34;59;57;65;68;61;58;67;76;63;49
M. Bravo;31;Argentina;67;67;San Martín de San Juan;Left;High/ Low;No;ST;61;66;69;66;70;75;71;74;68;59;67
Augusto;30;Portugal;67;67;Śląsk Wrocław;Left;Medium/ Medium;No;CDM;44;52;61;64;71;69;29;72;70;78;41
A. Maxsø;24;Denmark;67;73;FC Zürich;Right;Medium/ Medium;No;LCB;68;73;32;62;44;48;52;75;70;56;37
D. Vergara;21;Colombia;67;78;Envigado FC;Right;High/ Medium;No;RM;67;42;71;64;75;79;55;90;65;42;61
Park Dong Jin;23;Korea Republic;67;73;FC Seoul;Right;Low/ High;No;CB;26;63;42;52;67;66;46;67;75;80;31
A. Maksimenko;20;Russia;67;80;Spartak Moscow;Left;Medium/ Medium;No;GK;6;11;14;16;35;24;21;23;58;28;13
M. Vrushaj;19;Albania;67;80;Olympiacos CFP;Right;High/ Medium;No;LM;66;57;72;70;75;74;75;62;53;46;66
L. Garbutt;25;England;67;71;Oxford United;Left;High/ Medium;Yes;LB;49;59;65;67;69;70;60;71;66;67;43
G. Munari;35;Italy;67;67;Parma;Right;High/ Medium;No;CM;61;74;62;66;37;72;74;68;89;77;46
C. Burke;26;Jamaica;67;68;Philadelphia Union;Right;Medium/ Medium;No;ST;68;69;59;66;80;50;69;62;77;66;65
Rudy;29;Angola;67;67;Waterford FC;Right;Medium/ Low;No;RM;64;62;70;69;74;75;69;63;70;32;58
S. Knežević;21;Switzerland;67;79;FC Luzern;Right;Medium/ High;No;CB;37;61;45;48;47;52;34;69;73;71;33
M. Heider;32;Germany;67;67;VfL Osnabrück;Right;Medium/ High;No;RM;65;66;62;66;65;66;73;87;77;74;58
L. Gutiérrez;33;Bolivia;67;67;;Right;Medium/ Medium;No;;39;59;44;47;64;68;51;78;78;76;42
J. Alnwick;25;England;67;72;Scunthorpe United;Left;Medium/ Medium;No;GK;14;17;11;31;42;50;32;41;60;39;44
S. O'Donnell;26;Scotland;67;70;Kilmarnock;Right;Medium/ Medium;No;RB;53;59;66;67;75;71;63;86;83;70;45
S. Edera;21;Italy;67;77;Torino;Left;High/ Low;No;RW;64;52;73;71;68;69;69;51;40;39;60
A. Arellano;23;Mexico;67;73;Querétaro;Right;Low/ High;No;CDM;44;57;63;66;69;68;66;78;66;71;61
G. Hupperts;26;Netherlands;67;68;Sporting Lokeren;Right;Medium/ Medium;No;RW;60;58;68;68;73;75;72;72;64;52;51
L. Isgrove;25;Wales;67;70;Barnsley;Right;Medium/ Medium;Yes;RM;52;46;68;66;90;79;52;72;59;51;49
M. Lampson;28;United States;67;69;Minnesota United FC;Right;Medium/ Medium;No;GK;17;22;13;38;48;39;20;23;77;35;16
R. Di Gennaro;24;Italy;67;70;Inter;Right;Medium/ Medium;No;GK;14;15;18;25;40;36;22;39;50;21;25
Melvin Regalito;26;Brazil;67;67;Atlético Paranaense;Left;Medium/ Medium;No;CAM;60;58;72;65;73;58;58;63;62;60;53
L. Akins;29;England;67;67;Burton Albion;Right;Medium/ Medium;No;RB;66;60;68;63;78;75;71;78;80;69;60
J. Valencia;26;Colombia;67;69;CD Feirense;Right;High/ Medium;No;ST;62;65;64;68;70;68;68;68;84;74;64
L. Ayçiçek;24;Germany;67;72;SpVgg Greuther Fürth;Right;Medium/ Medium;No;LM;52;40;72;71;76;86;62;66;45;55;47
E. Albín;29;Uruguay;67;67;San Martin de Tucumán;Right;Medium/ Medium;No;RB;39;50;67;66;74;68;51;72;57;58;64
M. Troiano;33;Italy;67;67;Ascoli;Left;High/ High;No;CM;45;65;51;66;61;57;70;85;85;76;80
F. Escobar;23;Panama;67;73;New York Red Bulls;Right;Low/ High;No;CB;25;70;41;40;75;62;60;79;77;77;47
N. Linares;22;Argentina;67;77;Club Atlético Banfield;Right;Medium/ Medium;No;CDM;52;51;67;65;66;62;62;72;63;60;58
J. Ávila;26;Colombia;67;69;Junior FC;Right;Medium/ High;No;CB;19;76;27;57;33;31;57;53;92;72;33
Nuno Valente;26;Portugal;67;68;Vitória de Setúbal;Right;Medium/ Medium;No;CM;56;53;68;69;72;74;68;74;59;47;73
R. Baku;20;Germany;67;82;1. FSV Mainz 05;Right;High/ High;No;CM;60;51;72;71;79;79;58;69;55;70;50
Samu;22;Portugal;67;73;Boavista FC;Left;High/ Medium;No;LM;53;48;71;70;78;77;61;67;43;56;61
D. Vicencio;25;Chile;67;71;San Luis de Quillota;Right;Medium/ Medium;No;CB;17;71;51;45;62;54;31;62;72;58;38
C. Shields;27;Republic of Ireland;67;69;Dundalk;Right;Medium/ High;No;RCM;56;58;55;63;44;54;58;85;78;74;56
Choi Sung Keun;26;Korea Republic;67;68;Suwon Samsung Bluewings;Right;Medium/ Medium;No;CM;54;43;63;65;75;69;59;77;73;67;38
O. Sow;28;Sweden;67;67;Milton Keynes Dons;Left;High/ Medium;No;ST;65;61;68;68;74;75;70;62;80;55;62
L. Orejuela;22;Colombia;67;73;Ajax;Right;High/ Low;No;RB;39;55;66;62;78;75;63;80;70;67;35
S. Leuko;24;Cameroon;67;72;CD Lugo;Right;Medium/ Medium;No;RB;42;59;55;60;74;75;71;80;66;63;41
D. Goutas;24;Greece;67;72;Lech Poznań;Right;Medium/ High;No;CB;36;65;39;46;55;51;55;69;77;70;43
Wilsson Rosito;34;Brazil;67;67;Paraná;Left;Medium/ Medium;No;CAM;45;55;71;72;78;81;72;62;61;44;67
D. Rigo;19;Belgium;67;80;PSV;Right;Medium/ Medium;No;CM;54;48;70;73;65;67;65;51;45;45;55
A. Bastoni;19;Italy;67;87;Parma;Left;Medium/ Medium;No;CB;26;69;36;45;52;42;49;55;63;64;47
S. Eastwood;29;England;67;69;Oxford United;Right;Medium/ Medium;No;GK;13;15;14;19;48;62;24;40;68;41;23
T. Boyd;27;United States;67;67;SV Darmstadt 98;Right;Medium/ Medium;No;ST;67;78;54;62;53;54;76;48;83;73;58
F. Nájera;34;Colombia;67;67;La Equidad;Right;Low/ High;No;CB;45;77;35;45;31;45;59;47;80;75;45
Jairo;24;Spain;67;70;Cádiz CF;Left;High/ Medium;No;LM;63;40;70;68;87;80;65;57;38;35;61
D. Milinković;24;France;67;73;Hull City;Right;High/ High;No;LM;58;43;70;66;83;76;64;53;65;36;45
F. Ayé;21;France;67;74;Clermont Foot 63;Right;High/ Low;No;ST;69;70;69;65;79;73;63;65;74;55;57
J. Vachoux;23;France;67;75;Racing Club de Lens;Right;Medium/ Medium;No;GK;19;17;16;20;42;39;24;32;28;19;23
N. Bajrami;19;Switzerland;67;82;Grasshopper Club Zürich;Right;Medium/ Medium;No;LCM;59;48;66;66;73;71;66;68;61;66;47
P. Mandanda;28;DR Congo;67;68;Sporting de Charleroi;Right;Medium/ Medium;No;GK;10;14;11;22;48;58;22;18;63;23;14
M. Đurić;28;Bosnia Herzegovina;67;67;US Salernitana 1919;Right;High/ High;No;ST;67;79;54;64;52;34;67;61;92;59;66
Éverton Luiz;30;Brazil;67;67;SPAL;Right;Medium/ Medium;No;CDM;42;56;62;66;63;60;76;54;63;78;57
Puertas;26;Spain;67;68;Granada CF;Right;Medium/ Medium;No;RM;66;55;70;65;70;70;71;80;65;39;65
J. Duverne;20;France;67;77;Racing Club de Lens;Right;Medium/ Medium;No;CB;25;67;55;59;62;64;39;68;67;61;33
G. Dicker;31;Republic of Ireland;67;67;Kilmarnock;Right;Medium/ High;No;RCM;37;64;55;67;69;74;59;74;78;82;40
G. Massey;25;England;67;68;Wigan Athletic;Right;High/ High;No;RM;59;51;67;66;81;79;62;79;67;52;58
N. Stefanelli;24;Argentina;67;74;AIK;Right;Medium/ High;No;ST;71;55;70;69;87;92;62;73;55;58;55
J. Andrada;23;Argentina;67;75;Godoy Cruz;Right;Medium/ High;No;CDM;40;57;65;64;51;57;56;70;70;65;47
R. Zhemaletdinov;21;Russia;67;77;Lokomotiv Moscow;Right;Medium/ Low;No;ST;64;39;75;70;77;70;68;67;65;51;59
L. Sercombe;28;England;67;67;Bristol Rovers;Right;High/ Medium;No;LCM;63;56;66;65;71;73;68;84;72;63;62
D. De Belder;26;Belgium;67;69;KSV Cercle Brugge;Right;High/ High;No;ST;71;58;60;63;72;70;66;72;68;63;65
J. Kubicki;22;Poland;67;73;Lechia Gdańsk;Right;High/ High;No;RCM;58;60;59;67;74;66;59;86;70;78;43
J. Rasmussen;21;Denmark;67;78;Empoli;Left;Medium/ Medium;No;CB;30;64;55;55;63;63;40;64;78;68;30
Y. Ramadani;22;Albania;67;74;Vejle Boldklub;Right;Medium/ High;No;CM;40;61;62;65;61;65;67;80;70;60;35
E. Akichi;28;Ivory Coast;67;68;Paris FC;Right;Medium/ High;No;LCM;46;49;63;63;75;71;59;82;59;68;47
C. Chiricò;26;Italy;67;67;Lecce;Left;Medium/ Medium;No;RW;61;44;74;65;77;82;66;71;59;45;60
H. Sacko;24;Mali;67;71;UD Las Palmas;Right;Medium/ Medium;No;RM;63;49;72;66;90;82;71;62;75;67;60
Chris Farminhão;34;Brazil;67;67;Grêmio;Right;Medium/ Medium;No;CB;45;74;51;55;43;44;71;44;82;59;57
D. Keita-Ruel;28;Germany;67;67;SpVgg Greuther Fürth;Right;High/ High;No;ST;70;69;61;61;75;70;67;84;84;79;58
P. Zulu;25;South Africa;67;68;Kaizer Chiefs;Left;Medium/ Medium;No;LM;68;60;67;69;76;69;84;55;69;48;67
H. Bahebri;25;Saudi Arabia;67;68;Al Shabab;Left;High/ Low;No;RM;56;48;69;66;80;81;71;67;62;55;42
C. Arias;30;Colombia;67;67;Alianza Petrolera;Right;Medium/ Low;No;ST;65;71;64;69;69;67;66;64;62;51;71
Jeong Woo Jae;26;Korea Republic;67;68;Daegu FC;Right;Medium/ Medium;No;RM;57;58;69;65;71;71;68;73;63;63;45
W. Dammers;23;Netherlands;67;70;Fortuna Sittard;Right;High/ Medium;No;LCB;55;70;60;66;67;65;73;64;74;66;61
K. Kotsaris;21;Greece;67;77;Panathinaikos FC;Right;Medium/ Medium;No;GK;18;20;13;19;52;69;46;38;66;24;32
M. Poletanović;24;Serbia;67;73;Jagiellonia Białystok;Right;Medium/ Medium;No;RDM;59;65;64;68;52;61;73;68;65;69;55
J. Hopcutt;26;England;67;70;Östersunds FK;Right;High/ Medium;No;CF;71;46;67;69;79;80;64;75;62;48;52
P. Małecki;29;Poland;67;67;Wisła Kraków;Right;High/ Medium;No;LM;63;46;66;63;72;78;71;82;73;67;63
B. Mitrev;31;Bulgaria;67;67;;Right;Medium/ Medium;No;GK;15;19;16;18;22;24;23;29;24;21;20
Qin Sheng;31;China PR;67;67;Dalian YiFang FC;Right;Low/ High;No;CDM;44;60;52;62;64;64;66;85;67;90;53
Marco Soares;34;Cape Verde;67;67;CD Feirense;Right;Medium/ Medium;No;CDM;45;56;64;68;67;57;75;51;78;85;62
Romário;32;Brazil;67;67;Kalmar FF;Right;Medium/ Medium;No;LCM;67;33;71;73;75;90;66;70;35;39;68
Pedro Trigueira;30;Portugal;67;68;Moreirense FC;Right;Medium/ Medium;No;GK;15;17;22;10;45;54;14;36;67;41;14
A. Hrustić;21;Australia;67;75;FC Groningen;Left;Medium/ Medium;No;CAM;59;54;70;72;73;74;62;54;65;35;52
U. Segura;25;Costa Rica;67;70;DC United;Right;High/ Medium;No;CM;60;62;69;69;69;66;71;71;61;69;61
J. Billong;24;France;67;71;Benevento;Right;Medium/ High;No;CB;25;64;47;43;56;42;54;56;85;64;53
L. Arias;33;Colombia;67;67;Deportivo Pasto;Left;Medium/ Medium;No;LM;64;65;64;65;76;76;70;66;59;70;66
K. Arkivuo;35;Finland;67;67;BK Häcken;Right;High/ Medium;No;LB;40;41;64;65;74;80;70;79;68;81;52
S. Palombi;22;Italy;67;76;Lecce;Right;High/ Low;No;RS;67;68;60;65;73;60;61;66;71;46;52
G. Maggiore;20;Italy;67;83;Spezia;Right;Medium/ Medium;No;CM;45;52;63;66;56;60;63;72;65;65;53
M. Konrad;30;Germany;67;67;KFC Uerdingen 05;Right;Medium/ High;No;RDM;54;63;54;56;54;57;64;82;80;69;49
Zheng Long;30;China PR;67;67;Guangzhou Evergrande Taobao FC;Left;High/ Medium;No;LW;60;42;72;65;76;73;60;70;67;55;59
A. Lazaar;26;Morocco;67;68;Newcastle United;Left;High/ High;No;LB;45;57;70;70;67;72;73;56;62;67;48
J. Donachie;25;Australia;67;69;Jeonnam Dragons;Right;Medium/ Medium;No;LCB;31;68;34;51;67;52;38;67;82;52;43
J. Bizama;24;Chile;67;74;CD Huachipato;Right;Medium/ Medium;No;RB;39;63;60;65;74;65;56;73;74;72;34
A. Rossi;21;Italy;67;77;Lazio;Right;High/ Low;No;ST;69;64;64;66;67;58;70;59;73;43;53
Nolaskoain;19;Spain;67;78;Athletic Club de Bilbao;Right;Medium/ Medium;No;CB;63;67;64;70;66;70;57;68;70;59;49
H. Singh;27;Norway;67;67;Sarpsborg 08 FF;Right;Medium/ Medium;No;LCM;53;63;66;68;58;68;77;72;76;46;67
João Carlos;23;Brazil;67;71;Portimonense SC;Right;Medium/ Medium;No;ST;70;68;69;68;54;65;73;63;80;57;63
J. Nation;28;Norway;67;68;Vålerenga Fotball;Right;Low/ Medium;No;RCB;26;61;38;55;53;61;50;62;78;73;25
S. Kulovits;35;Austria;67;67;SV Sandhausen;Right;Medium/ High;No;CDM;51;58;58;64;57;76;61;80;60;83;47
T. Grøgaard;24;Norway;67;74;SK Brann;Left;High/ Medium;No;LB;35;50;63;65;79;77;56;76;69;58;60
R. Williams;24;Australia;67;70;Rotherham United;Right;High/ High;No;RM;57;30;67;66;79;84;58;77;63;42;55
F. Miguel;21;France;67;76;Nîmes Olympique;Left;Medium/ Medium;No;LB;52;59;61;63;64;66;50;62;77;66;41
M. Bukata;24;Slovakia;67;70;Benevento;Right;High/ High;No;CM;34;53;67;68;73;83;61;84;51;66;40
K. Broll;22;Germany;67;74;SG Sonnenhof Großaspach;Right;Medium/ Medium;No;GK;7;12;12;17;15;26;19;25;48;16;13
M. Jiménez;28;Mexico;67;69;Guadalajara;Right;Medium/ Medium;No;GK;13;12;13;22;41;55;23;39;55;12;22
K. Nagai;29;Japan;67;67;FC Tokyo;Right;High/ Low;Yes;ST;61;61;67;61;93;83;65;91;67;61;62
C. Philipps;24;Luxembourg;67;73;Legia Warszawa;Right;Medium/ Medium;No;CDM;19;65;65;68;61;59;52;78;73;66;65
M. Sadler;33;England;67;67;Shrewsbury;Left;Medium/ High;No;LCB;33;56;58;57;58;70;56;74;76;76;42
F. Centonze;22;France;67;75;Racing Club de Lens;Right;High/ Medium;No;RB;59;60;65;68;78;71;68;80;73;63;50
J. Ligali;27;France;67;71;Montpellier HSC;Right;Medium/ Medium;No;GK;10;14;10;18;46;37;25;39;54;13;13
A. Sánchez;31;Argentina;67;67;Atlético Tucumán;Left;Medium/ Medium;No;GK;18;17;20;20;23;23;23;18;68;13;25
A. Nalini;28;Italy;67;67;Crotone;Right;Medium/ Medium;No;LS;65;43;72;70;68;65;69;59;61;40;57
Zheng Zheng;28;China PR;67;67;Shandong Luneng TaiShan FC;Left;Medium/ High;No;LB;63;56;68;67;79;63;52;67;65;70;59
Héctor Rodas;30;Spain;67;67;AD Alcorcón;Right;Medium/ Medium;No;CB;39;64;40;53;47;48;55;55;81;74;46
D. Høegh;27;Denmark;67;68;SC Heerenveen;Right;Medium/ Medium;No;RCB;31;74;47;56;54;54;58;69;77;64;34
C. Martschinko;24;Austria;67;72;FK Austria Wien;Left;High/ Medium;No;LB;52;53;65;66;79;82;64;76;72;68;54
F. Micolta;28;Colombia;67;67;Puebla FC;Right;Medium/ Low;No;ST;67;60;70;67;88;71;64;69;70;43;48
J. Piotrowski;20;Poland;67;77;KRC Genk;Right;High/ Medium;No;CM;60;63;68;70;68;66;72;74;78;60;51
M. Carretta;27;Italy;67;67;US Cremonese;Left;High/ Medium;No;LW;53;42;65;67;90;82;48;69;57;64;49
J. Skalák;26;Czech Republic;67;68;Millwall;Right;Medium/ Medium;Yes;LM;60;55;68;71;67;76;67;63;67;63;65
L. Lindsay;22;Scotland;67;77;Barnsley;Left;Medium/ High;No;LCB;21;69;39;49;47;34;37;71;81;64;18
V. Hoff;22;Norway;67;75;Odds BK;Right;Medium/ High;No;CM;56;59;67;68;68;72;58;79;60;57;47
M. Zaccagni;23;Italy;67;75;Hellas Verona;Right;Medium/ Medium;No;CM;48;46;64;74;61;67;64;55;37;67;55
R. Vera;35;Argentina;67;67;Patronato;Right;Medium/ Medium;No;RCB;30;65;39;56;38;35;74;60;84;78;70
J. Riedel;26;Germany;67;69;FC Hansa Rostock;Right;Low/ High;No;LCB;35;58;63;59;68;74;45;69;71;56;44
T. Yalçıner;31;Turkey;67;67;Alanyaspor;Left;Medium/ High;No;CDM;45;69;63;67;63;67;51;74;67;75;51
B. De Alba;25;Colombia;67;72;La Equidad;Left;Medium/ Medium;No;CAM;50;35;67;66;79;79;64;64;39;31;52
A. Nouri;28;Norway;67;67;Vålerenga Fotball;Right;High/ Medium;No;RB;39;49;66;63;75;66;69;85;71;71;50
C. Gartner;24;Austria;67;71;MSV Duisburg;Right;Medium/ Medium;No;CM;40;54;67;71;68;74;70;64;64;65;51
T. Geyer;27;Germany;67;67;VfR Aalen;Right;Medium/ High;No;LCB;19;65;33;58;68;65;37;73;68;65;30
L. Domínguez;28;Chile;67;68;CD Everton de Viña del Mar;Left;Low/ High;No;CB;29;70;55;53;46;57;39;56;72;69;38
Naldo;28;Brazil;67;67;Al Fayha;Right;Medium/ High;No;CDM;30;64;60;62;64;44;43;73;67;74;43
L. Kelly;19;England;67;83;Bristol City;Left;Medium/ Medium;No;LB;30;55;66;66;79;68;40;71;74;49;44
S. Whalley;30;England;67;67;Shrewsbury;Right;Medium/ Medium;No;RM;60;35;67;64;93;88;56;68;67;41;57
K. Anzai;23;Japan;67;74;Kashima Antlers;Right;High/ Medium;No;LB;46;47;63;67;89;65;55;67;48;56;48
C. Pontius;30;United States;67;67;LA Galaxy;Right;High/ Medium;No;RM;66;72;67;67;60;68;75;74;70;67;66
E. Zavaleta;25;United States;67;69;Toronto FC;Right;Medium/ Medium;Yes;CB;49;64;55;61;64;45;68;74;78;73;48
G. O'Neil;35;England;67;67;Bolton Wanderers;Right;Low/ Medium;Yes;CDM;62;54;65;70;52;62;66;46;66;75;64
G. Loovens;34;Netherlands;67;67;Sunderland;Left;Low/ Medium;No;CB;21;71;46;53;34;32;52;33;75;73;24
A. González;30;Uruguay;67;67;CD Palestino;Right;Medium/ Medium;No;RCB;15;67;48;55;68;62;29;74;79;71;34
Luís Cortez;24;Portugal;67;70;Vitória de Setúbal;Right;Medium/ Medium;No;CAM;57;43;64;68;67;76;64;34;61;46;60
M. Hernández;35;Mexico;67;67;Tiburones Rojos de Veracruz;Right;Medium/ Medium;No;GK;14;12;14;20;22;55;23;35;66;13;23
C. Donaldson;34;Jamaica;67;67;Bolton Wanderers;Right;Medium/ Medium;No;ST;68;63;62;65;69;60;67;75;79;74;64
D. Mendiseca;22;Paraguay;67;67;;Left;Low/ Medium;No;LB;32;61;56;62;69;57;35;65;73;65;36
S. Cronin;31;United States;67;67;Minnesota United FC;Right;Medium/ Medium;No;CDM;54;55;58;65;55;59;69;64;67;74;61
J. Taylor;25;England;67;68;Rotherham United;Right;High/ High;No;LM;61;39;66;64;87;86;61;78;54;60;63
R. Hall;24;England;67;70;Oxford United;Left;Medium/ Low;No;RM;62;59;68;64;86;76;60;64;60;56;51
S. Gbohouo;29;Ivory Coast;67;68;;Right;Medium/ Medium;No;GK;12;11;11;17;40;40;11;30;68;31;23
N. Yeri;26;Argentina;67;68;Club Atlético Aldosivi;Right;Medium/ Medium;No;CM;55;59;65;67;74;74;61;80;72;69;51
M. Pinato;23;Italy;67;75;Venezia FC;Left;Medium/ Medium;No;LCM;60;56;66;70;73;77;58;69;65;62;61
M. Johnson;27;England;67;67;Sheffield United;Left;High/ Medium;No;LM;50;44;69;67;89;85;67;72;57;31;53
D. Wouters;21;Belgium;67;76;KRC Genk;Left;Low/ Medium;No;CDM;21;64;38;60;51;48;56;73;79;68;25
J. Campuzano;22;Colombia;67;80;Atlético Nacional;Right;Medium/ Medium;No;CDM;32;50;62;62;72;74;56;89;65;72;36
Z. Valentin;26;United States;67;68;Portland Timbers;Right;High/ Medium;No;LB;40;60;60;65;65;60;57;74;74;62;38
L. Néry;27;France;67;68;AS Nancy Lorraine;Right;Medium/ Medium;No;RB;39;62;60;65;68;72;59;80;71;62;55
J. Iglesias;29;Uruguay;67;67;Clermont Foot 63;Right;Medium/ Medium;No;RDM;58;44;64;68;62;72;63;82;61;58;49
M. El Hamdaoui;33;Morocco;67;67;Excelsior;Right;Medium/ Low;No;ST;66;60;70;71;66;67;67;49;65;31;74
Welson Leima;34;Brazil;67;67;Botafogo;Right;Medium/ Medium;No;CDM;33;47;42;42;51;50;52;67;72;62;53
M. Little;29;England;67;67;Bolton Wanderers;Right;High/ Medium;No;RB;33;58;66;62;79;75;36;79;72;55;49
B. Lennon;20;United States;67;78;Real Salt Lake;Right;High/ Medium;No;RB;60;62;67;66;72;66;69;85;61;64;68
N. Mitrović;25;Slovenia;67;72;Jagiellonia Białystok;Right;Medium/ Medium;No;CB;19;68;33;50;57;44;58;70;85;70;32
Serginho;35;Portugal;67;67;Santa Clara;Right;Medium/ Medium;No;GK;13;10;17;33;20;54;43;40;72;40;26
R. Buess;25;Switzerland;67;70;FC St. Gallen;Right;Medium/ Medium;No;ST;62;52;61;63;80;73;73;72;74;61;57
A. Al Sahabi;31;Saudi Arabia;67;67;Al Faisaly;Right;Medium/ Medium;No;RCB;30;66;57;59;72;72;45;68;77;65;41
Y. El Jebli;25;Netherlands;67;69;De Graafschap;Right;Medium/ Low;No;CAM;60;34;72;73;69;75;62;65;60;66;44
C. Durkin;18;United States;67;84;DC United;Right;Medium/ Medium;No;CDM;33;52;56;65;56;49;63;74;63;69;50
P. Bengtsson;30;Sweden;67;67;FC København;Left;High/ Medium;No;LB;43;48;63;67;73;74;65;68;58;55;47
F. Kamberi;23;Switzerland;67;76;Hibernian;Right;Medium/ Medium;No;ST;67;71;61;61;71;63;67;70;83;73;62
D. Irandust;20;Sweden;67;77;BK Häcken;Left;Medium/ Medium;No;CAM;59;39;69;71;76;70;52;70;66;44;39
L. Nomenjanahary;32;Madagascar;67;67;Paris FC;Left;Medium/ Medium;No;RW;61;47;69;67;80;71;45;72;56;50;39
D. Steres;27;United States;67;68;LA Galaxy;Right;Medium/ Medium;Yes;RCB;24;72;39;59;47;60;35;64;74;68;38
G. Donyoh;23;Ghana;67;73;FC Nordsjælland;Left;Medium/ Medium;No;LW;66;53;69;69;88;86;68;65;56;41;62
Castro;23;Spain;67;73;RCD Mallorca;Left;High/ Medium;No;ST;65;58;64;66;75;74;68;72;66;56;65
F. Troyansky;21;Argentina;67;80;Unión de Santa Fe;Left;Medium/ Low;No;ST;67;65;66;69;75;63;67;76;62;58;61
D. Koppers;26;Netherlands;67;68;PEC Zwolle;Left;High/ High;No;LB;44;67;65;66;73;66;57;73;63;70;48
M. Moscati;25;Italy;67;70;Perugia;Right;High/ Medium;No;CM;54;64;64;65;67;71;65;90;67;60;62
J. Roa;23;Colombia;67;75;Jaguares de Córdoba;Right;Medium/ High;No;RDM;42;58;60;68;61;71;43;80;60;59;36
Lu Wenjun;29;China PR;67;67;Shanghai SIPG FC;Right;Medium/ Low;No;ST;66;66;69;61;73;75;69;68;76;43;62
F. Crivelli;36;Argentina;67;67;Club Atlético Tigre;Right;Medium/ Medium;No;GK;12;17;15;14;48;54;19;36;72;19;22
J. Amoroso;30;Argentina;67;67;Newell's Old Boys;Right;Medium/ Medium;No;RM;60;60;70;62;74;68;68;69;76;40;44
A. Barillà;30;Italy;67;67;Parma;Left;Medium/ Medium;No;RCM;58;61;60;67;78;83;76;87;76;70;55
K. Agard;28;England;67;67;Milton Keynes Dons;Right;Medium/ High;No;RW;65;62;63;57;80;91;64;73;71;59;68
Y. Boli;30;Ivory Coast;67;67;Colorado Rapids;Right;Medium/ Low;No;LS;65;63;68;63;85;85;69;62;70;56;54
Borja Viguera;31;Spain;67;67;CD Numancia;Right;Medium/ Medium;No;ST;66;70;68;69;69;65;72;51;71;50;80
A. Masika;25;Kenya;67;68;Beijing Renhe FC;Right;Medium/ Low;No;LM;60;27;72;67;84;89;63;65;32;42;45
S. Kroon;25;Sweden;67;70;Östersunds FK;Right;Medium/ Low;No;RM;59;41;70;64;90;81;64;61;57;64;58
A. Al Hafith;25;Saudi Arabia;67;72;Al Hilal;Right;Medium/ High;No;CB;34;64;32;49;52;64;37;77;78;80;42
J. Gradit;25;France;67;70;Stade Malherbe Caen;Right;Medium/ High;No;RB;19;52;57;62;70;63;39;82;76;71;36
L. Boeder;21;Germany;67;74;SC Paderborn 07;Right;Low/ Medium;No;RB;23;65;48;63;66;60;49;67;74;57;42
T. Pochettino;22;Argentina;67;75;Club Atlético Talleres;Right;Medium/ Medium;No;CM;43;49;71;68;59;63;53;74;67;45;54
A. Robic;32;France;67;67;AS Nancy Lorraine;Right;High/ Medium;No;RM;61;49;66;67;70;72;61;81;64;59;58
E. Nazaryna;20;Ukraine;67;76;Royal Antwerp FC;Right;Medium/ Medium;No;CM;43;57;66;70;65;71;59;73;64;55;49
J. Cascante;24;Costa Rica;67;72;Portland Timbers;Right;Medium/ Medium;No;LCB;45;61;45;55;57;39;40;60;74;75;37
A. Ibrahim;27;Norway;67;68;Vålerenga Fotball;Right;High/ High;No;CM;52;62;68;66;68;70;68;71;74;71;50
F. Ulvestad;26;Norway;67;70;Djurgårdens IF;Right;Medium/ Medium;Yes;CM;60;47;68;69;66;69;64;78;80;64;65
C. Çavlan;26;Netherlands;67;69;FC Emmen;Left;High/ Medium;No;LM;47;42;68;62;77;74;74;73;56;72;71
F. Ben Youssef;27;Tunisia;67;67;Ettifaq FC;Right;High/ Low;No;LM;75;68;56;59;63;57;73;70;86;56;58
M. Pučko;24;Slovenia;67;71;Korona Kielce;Right;Medium/ Low;No;RM;68;60;70;68;76;74;66;49;39;42;58
C. Gönen;30;Turkey;67;67;Málaga CF;Right;Medium/ Medium;No;GK;18;16;13;16;44;48;18;28;67;35;12
S. Moore;28;England;67;67;Sheffield United;Right;Medium/ Medium;No;GK;13;20;14;34;50;58;30;36;60;34;11
L. Taylor;28;Montserrat;67;67;Charlton Athletic;Right;High/ Medium;No;RS;69;54;65;65;79;82;66;68;78;49;62
M. de Leeuw;31;Netherlands;67;67;Chicago Fire;Right;Medium/ High;Yes;CAM;68;82;66;71;59;68;67;55;65;73;68
A. Ngamukol;30;DR Congo;67;67;Stade de Reims;Right;High/ Medium;No;ST;67;63;66;64;85;83;65;71;62;32;66
F. Brandán;28;Argentina;67;67;San Martín de San Juan;Right;Medium/ Low;No;LM;63;37;71;67;87;86;64;62;38;33;59
Zubiaurre;21;Spain;67;75;Real Sociedad;Left;Medium/ Medium;No;GK;11;18;14;16;31;33;21;22;58;21;10
S. Quinn;32;Republic of Ireland;67;67;Burton Albion;Left;Medium/ High;Yes;CDM;58;53;69;71;71;85;65;65;60;74;58
S. Bertram;27;Germany;67;67;FC Erzgebirge Aue;Left;Medium/ Medium;No;RS;66;47;69;69;73;76;73;67;62;39;72
Z. Korcsmár;29;Hungary;67;67;FC Midtjylland;Right;Medium/ High;No;CB;28;68;40;61;60;52;68;71;72;75;27
